,ÀÏ·Ã¹øÈ£,Ç°¹ø,½ÃÇèÀÏÀÚ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,ºÒÇÕ°Ý Ç×¸ñ,ÆÇÁ¤,LOT ¹øÈ£,ÇÕ°Ý¿©ºÎ,»ý»ê³â¿ù,½ÃÇè³â¿ù,¿î¿ë¿ù
166,SG 09 A971 00,81046010,2023-04-12,1.900,2.023,1550.000,560.000,530.000,2350.000,5600.000,550.000,3.061,100.539,1.807,2.466,2.539,2.441,0.000,0.000,2.485,4.980,14.923,-14.795,9.879,-0.127,20.914,0.228,9.780,-0.048,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2304,164.0
167,SG 09 A972 00,81046010,2023-04-13,1.900,2.011,1600.000,560.000,540.000,2300.000,5600.000,540.000,,,,,,,,,,,,,,,,,,,,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2304,164.0
168,SG 09 A999 00,81046010,2023-04-13,2.014,2.026,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.049,100.761,1.787,2.451,2.520,2.437,0.000,0.000,2.485,4.987,14.996,-14.795,9.851,-0.071,20.837,0.592,9.801,0.037,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2304,164.0
169,SG 09 A819 00,81046010,2023-04-26,2.174,1.992,1800.000,570.000,530.000,2200.000,5500.000,550.000,3.069,98.163,1.826,2.427,2.510,2.437,0.000,0.000,2.490,4.999,14.923,-15.234,9.404,-0.177,19.971,0.268,9.385,-0.056,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ÇÕ°Ý,0902,2304,170.0
170,SG 09 A820 00,81046010,2023-04-28,2.119,2.034,1600.000,580.000,530.000,2400.000,5500.000,550.000,3.059,100.925,1.797,2.476,2.520,2.456,0.000,0.000,2.490,4.993,14.960,-14.777,9.746,-0.014,20.541,0.729,9.732,0.092,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ÇÕ°Ý,0902,2304,170.0
171,SG 09 A821 00,81046010,2023-05-01,2.000,6.999,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.052,100.907,1.841,2.495,2.520,2.451,0.000,0.000,2.485,5.011,14.905,-14.740,9.683,-0.001,20.388,0.545,9.527,0.114,21.0,½ºÄûºê,ºÒÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ºÒÇÕ°Ý,0902,2305,171.0
172,SG 09 A822 00,81046010,2023-05-01,2.322,2.026,1800.000,550.000,510.000,2200.000,5000.000,550.000,3.061,101.039,1.821,2.446,2.568,2.451,0.000,0.010,2.490,4.999,15.051,-14.795,9.752,-0.057,20.381,0.138,9.589,0.062,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ÇÕ°Ý,0902,2305,171.0
173,SG 09 A823 00,81046010,2023-05-01,2.142,2.030,1550.000,540.000,500.000,2200.000,5000.000,510.000,3.282,100.324,1.792,2.446,2.505,2.485,0.000,0.005,2.485,5.005,14.923,-14.795,9.553,-0.019,-25.558,0.263,-15.094,-0.196,20.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ºÒÇÕ°Ý,0902,2305,171.0
174,SG 09 A825 00,81046010,2023-04-28,2.100,1.994,1800.000,570.000,530.000,2400.000,5500.000,550.000,3.061,100.803,1.821,2.417,2.568,2.432,0.000,0.024,2.490,5.005,14.941,-14.777,9.921,-0.102,20.672,0.413,9.695,-0.007,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ÇÕ°Ý,0902,2304,170.0
175,SG 09 A826 00,81046010,2023-05-01,2.112,2.031,1800.000,550.000,510.000,2400.000,5500.000,550.000,3.539,99.409,1.802,2.417,2.510,2.505,0.000,0.000,2.490,4.993,14.941,-14.795,9.953,0.035,-11.890,-0.620,9.757,0.004,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ºÒÇÕ°Ý,0902,2305,171.0
176,SG 09 A827 00,81046010,2023-04-24,2.231,2.017,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.069,100.771,1.841,2.397,2.520,2.456,0.000,0.000,2.490,4.999,14.978,-14.886,9.662,-0.019,20.288,0.369,9.672,0.118,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ÇÕ°Ý,0902,2304,170.0
177,SG 09 A892 00,81046010,2023-04-27,2.087,2.023,1800.000,560.000,510.000,2300.000,5500.000,540.000,3.042,100.656,1.826,2.520,2.500,2.383,0.000,0.000,2.480,4.993,14.960,-14.832,9.854,-0.130,-25.631,-1.746,-14.864,-1.956,14.0,"±âº»¼º´É(À¯µµÅºÀÚÃ¼Á¡°Ë±â´É), ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª, ³Ã°¢À¯Áö½Ã°£",ºÒÇÕ°Ý,¿¤³Ø¿ø09¸¶056-027°¡,ºÒÇÕ°Ý,0905,2304,167.0
178,SG 09 A895 00,81046010,2023-04-27,2.142,2.014,1800.000,560.000,510.000,2350.000,5500.000,550.000,3.061,100.698,1.831,2.422,2.524,2.427,0.000,0.000,2.476,4.999,14.960,-14.777,10.775,-2.504,,,,,14.0,"±âº»¼º´É(°­Á¦¼¼Â÷), ³Ã°¢À¯Áö½Ã°£",ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2304,166.0
179,SG 09 A898 00,81046010,2023-04-27,2.185,2.027,1800.000,560.000,510.000,2300.000,5500.000,540.000,3.023,100.436,1.807,2.446,2.495,2.461,0.000,0.000,2.485,4.999,14.978,-14.868,9.991,-0.047,-16.860,-0.206,9.849,0.034,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2304,166.0
180,SG 09 A900 00,81046010,2023-04-27,2.072,2.011,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.059,100.493,1.777,2.441,2.524,2.437,0.000,0.000,2.490,5.005,14.941,-14.886,10.230,-0.023,20.816,0.652,10.055,0.054,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ÇÕ°Ý,0906,2304,166.0
181,SG 09 A901 00,81046010,2023-05-01,2.102,2.020,1800.000,550.000,510.000,2300.000,5500.000,530.000,4.676,97.225,1.821,2.432,2.524,2.417,0.000,0.000,2.485,4.993,14.923,-14.777,9.871,0.016,20.547,0.298,9.672,0.038,19.0,±âº»¼º´É(À¯µµÅºÀÚÃ¼Á¡°Ë±â´É),ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2305,167.0
182,SG 09 A903 00,81046010,2023-04-27,2.112,1.994,1800.000,560.000,530.000,2200.000,5500.000,550.000,3.069,99.448,1.802,2.397,2.593,2.471,0.000,0.000,2.480,4.999,14.978,-15.179,10.095,-0.060,20.810,0.377,9.932,0.043,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ÇÕ°Ý,0906,2304,166.0
183,SG 09 A905 00,81046010,2023-04-27,1.900,2.032,1800.000,590.000,540.000,2300.000,6000.000,550.000,3.052,100.084,1.826,2.520,2.485,2.476,0.000,0.000,2.485,4.993,14.941,-14.832,5.172,-0.194,,,,,13.0,"±âº»¼º´É(°­Á¦¼¼Â÷), ³Ã°¢À¯Áö½Ã°£",ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2304,166.0
184,SG 09 A927 00,81046010,2023-04-24,2.087,2.010,1800.000,560.000,510.000,2200.000,5500.000,550.000,3.309,99.345,1.836,2.417,2.471,2.476,0.000,0.005,2.485,4.980,14.996,-14.941,9.717,0.022,-17.179,-0.628,9.669,0.105,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2304,165.0
185,SG 09 A935 00,81046010,2023-04-24,2.078,2.027,1800.000,550.000,510.000,2300.000,5500.000,540.000,3.070,100.506,1.812,2.480,2.510,2.446,0.000,0.000,2.485,4.999,14.923,-14.813,9.830,0.015,20.777,0.619,9.752,0.116,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2304,165.0
186,SG 09 A936 00,81046010,2023-04-24,2.000,2.587,1800.000,560.000,510.000,2300.000,5500.000,550.000,3.069,100.853,1.802,2.422,2.534,2.407,0.000,0.039,2.485,4.993,14.941,-14.722,9.726,-0.021,20.414,0.406,9.646,0.095,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2304,165.0
187,SG 09 A938 00,81046010,2023-05-01,2.141,2.043,1400.000,550.000,500.000,2200.000,5500.000,510.000,3.059,100.763,1.821,2.476,2.500,2.471,0.000,0.000,2.485,4.993,15.015,-14.850,9.859,-0.054,20.431,0.318,9.664,0.036,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2305,166.0
188,SG 09 A940 00,81046010,2023-04-26,1.900,2.011,1750.000,550.000,530.000,2200.000,5500.000,550.000,3.264,100.341,1.812,2.461,2.563,2.437,0.000,0.000,2.490,4.999,14.960,-14.813,9.810,-0.088,20.315,0.434,9.579,0.003,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2304,165.0
189,SG 09 A907 00,81046010,2023-06-13,2.350,2.160,1800.000,560.000,510.000,2300.000,5500.000,540.000,,,,,,,,,,,,,,,,,,,,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2306,168.0
190,SG 09 A910 00,81046010,2023-06-13,2.280,2.200,1800.000,550.000,500.000,2300.000,5500.000,530.000,2.955,100.724,1.821,2.500,2.505,2.451,0.000,0.000,2.485,4.993,14.960,-14.813,9.665,-0.035,20.396,0.492,9.667,0.090,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ÇÕ°Ý,0906,2306,168.0
191,SG 09 A911 00,81046010,2023-06-19,2.300,2.150,1800.000,550.000,500.000,2400.000,5500.000,520.000,3.042,101.041,1.787,2.461,2.520,2.446,0.000,0.000,2.485,4.999,15.015,-14.740,9.683,-0.034,20.717,0.479,9.670,0.092,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ÇÕ°Ý,0906,2306,168.0
192,SG 09 A912 00,81046010,2023-06-14,2.280,2.180,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.382,99.961,1.841,2.471,2.500,2.446,0.000,0.000,2.485,4.987,14.960,-14.868,9.612,0.027,20.059,0.485,9.588,0.140,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ÇÕ°Ý,0906,2306,168.0
193,SG 09 A913 00,81046010,2023-06-16,2.330,2.190,1600.000,570.000,500.000,2400.000,6000.000,520.000,3.299,100.069,1.826,2.417,2.500,2.466,0.000,0.010,2.485,4.987,14.960,-14.832,9.604,-0.233,-20.136,-0.227,-14.839,-0.399,20.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2306,168.0
194,SG 09 A914 00,81046010,2023-06-19,2.400,2.200,1700.000,550.000,500.000,2200.000,5500.000,520.000,4.474,-99.990,1.846,2.437,2.480,2.490,0.000,0.000,2.480,4.993,14.923,-14.832,,,,,,,,"±âº»¼º´É(À¯µµÁ¦¾îÀåÄ¡, °­Á¦¼¼Â÷)",ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2306,168.0
195,SG 09 A915 00,81046010,2023-06-19,2.270,2.220,1800.000,570.000,530.000,2400.000,5500.000,550.000,3.386,99.787,1.816,2.476,2.578,2.505,0.000,0.005,2.485,5.005,14.960,-14.868,9.780,-0.003,-17.648,-0.312,9.615,0.084,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2306,168.0
196,SG 09 A918 00,81046010,2023-06-19,2.287,2.239,1800.000,550.000,500.000,2400.000,5500.000,550.000,,,,,,,,,,,,,,,,,,,,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2306,167.0
197,SG 09 A941 00,81046010,2023-06-05,2.051,2.021,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.052,100.471,1.802,2.441,2.410,2.476,0.000,0.000,2.485,4.993,14.941,-14.868,9.538,-0.008,-19.220,-0.598,9.467,0.080,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2306,167.0
198,SG 09 A942 00,81046010,2023-06-05,2.570,2.010,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.069,100.846,1.851,2.437,2.539,2.432,0.000,0.024,2.485,4.980,14.996,-14.795,9.606,0.019,20.182,0.451,9.522,0.106,26.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2306,167.0
199,SG 09 A948 00,81046010,2023-06-19,2.310,2.210,1800.000,570.000,520.000,2400.000,5500.000,550.000,3.025,98.882,1.846,2.388,2.549,2.397,0.000,0.000,2.480,4.987,14.960,-15.198,9.634,-0.028,19.859,0.516,9.472,0.092,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2306,167.0
200,SG 09 A949 00,81046010,2023-06-05,2.053,2.058,1800.000,550.000,500.000,2300.000,5500.000,530.000,3.549,99.442,1.860,2.476,2.554,2.407,0.000,0.000,2.485,4.980,15.015,-14.795,9.510,0.000,20.199,0.312,9.488,0.013,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2306,167.0
201,SG 09 A950 00,81046010,2023-06-14,2.260,2.180,1600.000,550.000,510.000,2400.000,5500.000,550.000,3.052,100.465,1.802,2.461,2.563,2.422,0.000,0.000,2.485,4.987,14.941,-14.850,9.903,0.008,20.794,0.538,9.834,0.128,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2306,167.0
202,SG 09 A951 00,81046010,2023-06-13,2.380,2.270,1600.000,550.000,500.000,2300.000,5500.000,530.000,3.052,100.963,1.812,2.397,2.520,2.373,0.000,0.000,2.485,4.993,14.978,-14.758,10.099,0.024,21.055,0.690,10.048,0.132,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2306,167.0
203,SG 09 A952 00,81046010,2023-06-05,2.291,2.016,1800.000,550.000,510.000,2300.000,5500.000,530.000,3.059,99.347,1.821,2.471,2.529,2.437,0.000,0.029,2.485,4.980,14.923,-15.143,9.600,-0.009,20.459,0.513,9.591,0.088,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2306,167.0
204,SG 09 A953 00,81046010,2023-06-12,2.280,2.190,1800.000,550.000,500.000,2300.000,5500.000,530.000,3.043,99.951,1.782,2.422,2.480,2.407,0.000,0.000,2.485,5.005,15.015,-14.777,9.907,-0.032,20.816,0.652,9.858,0.058,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2306,167.0
205,SG 09 A973 00,81046010,2023-06-13,2.230,2.170,1700.000,550.000,500.000,2300.000,5500.000,540.000,2.946,100.508,1.816,2.466,2.651,2.397,0.000,0.000,2.485,4.987,14.960,-14.795,9.841,-0.090,20.688,0.378,9.839,-0.018,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2306,166.0
206,SG 09 A974 00,81046010,2023-06-13,2.320,2.240,1800.000,550.000,500.000,2300.000,5500.000,540.000,2.944,100.749,1.836,2.500,2.520,2.451,0.000,0.000,2.480,5.005,14.978,-14.740,9.567,0.030,-10.051,-0.385,9.523,0.147,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2306,166.0
207,SG 09 A975 00,81046010,2023-06-05,2.116,2.010,1700.000,550.000,510.000,2300.000,5100.000,531.000,3.023,101.173,1.821,2.471,2.520,2.437,0.000,0.000,2.485,5.011,14.978,-14.722,9.647,-0.061,20.497,0.532,9.645,0.039,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2306,166.0
208,SG 09 A976 00,81046010,2023-06-12,2.280,2.170,1800.000,550.000,500.000,2300.000,5500.000,530.000,3.052,100.748,1.816,2.480,2.549,2.417,0.000,0.000,2.485,5.005,15.015,-14.832,9.668,-0.046,20.407,0.568,9.553,0.070,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2306,166.0
209,SG 09 A923 00,81046010,2023-07-24,2.095,2.053,1800.000,550.000,500.000,2400.000,5500.000,530.000,3.292,,,,,,,,,,,,,,,,,,,"Á¤·Ä, ±âº»¼º´É(À¯µµÁ¦¾îÀåÄ¡)",ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2307,168.0
210,SG 09 A924 00,81046010,2023-07-24,2.124,2.043,1800.000,550.000,500.000,2400.000,6000.000,530.000,3.274,100.237,1.831,2.490,2.495,2.480,0.000,0.000,2.480,4.999,14.960,-14.850,9.616,-0.149,-3.542,0.144,9.487,-0.038,20.0,"Á¤·Ä, ÃÖ´ëÃßÀû·ü ºÒÇÕ°Ý",ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2307,168.0
211,SG 09 A954 00,81046010,2023-07-24,2.003,2.051,1700.000,550.000,500.000,2200.000,5500.000,510.000,3.049,101.133,1.816,2.451,2.559,2.373,0.000,0.005,2.485,4.993,14.996,-14.777,9.921,0.026,20.680,0.550,9.743,0.154,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2307,168.0
212,SG 09 A955 00,81046010,2023-07-24,2.029,2.023,1700.000,550.000,500.000,2300.000,5500.000,530.000,3.059,100.819,1.812,2.456,2.510,2.412,0.000,0.000,2.490,4.987,14.996,-14.777,9.922,0.054,20.514,0.657,9.761,0.158,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2307,168.0
213,SG 09 A956 00,81046010,2023-07-25,2.074,2.036,1800.000,550.000,500.000,2300.000,5500.000,550.000,3.513,99.523,1.812,2.466,2.617,2.446,0.000,0.034,2.485,4.974,14.978,-14.813,10.057,0.072,20.972,0.477,9.993,0.062,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
214,SG 09 A957 00,81046010,2023-07-25,2.000,2.023,1300.000,550.000,500.000,2200.000,5500.000,530.000,3.522,99.775,1.821,2.480,2.554,2.441,0.000,0.000,2.485,4.987,14.960,-14.832,9.780,0.042,20.226,0.502,9.705,0.122,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
215,SG 09 A958 00,81046010,2023-07-24,2.000,2.034,1800.000,550.000,500.000,2400.000,5500.000,540.000,3.069,100.734,1.807,2.422,2.573,2.388,0.000,0.015,2.480,4.999,14.960,-14.832,9.974,-0.313,20.814,0.191,9.840,-0.153,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
216,SG 09 A959 00,81046010,2023-07-25,2.113,2.038,1400.000,550.000,500.000,2400.000,6000.000,530.000,2.982,100.576,1.787,2.476,2.583,2.437,0.000,0.000,2.485,4.993,14.941,-14.832,9.963,0.001,20.973,0.555,9.904,0.091,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
217,SG 09 A960 00,81046010,2023-07-25,2.000,2.010,1800.000,550.000,530.000,2300.000,5500.000,550.000,3.041,100.995,1.807,2.446,2.524,2.471,0.000,0.054,2.485,4.993,14.996,-14.740,9.979,0.028,21.092,0.445,9.979,0.122,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
218,SG 09 A961 00,81046010,2023-07-24,2.092,2.026,1800.000,550.000,500.000,2200.000,5000.000,540.000,3.052,100.615,1.831,2.441,2.554,2.412,0.000,0.000,2.485,4.987,14.978,-14.832,9.667,-0.044,20.312,0.297,9.532,0.036,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
219,SG 09 A962 00,81046010,2023-07-25,2.028,2.031,1650.000,550.000,500.000,2300.000,5600.000,530.000,3.025,100.447,1.831,2.471,2.490,2.451,0.000,0.000,2.485,4.980,14.960,-14.923,9.572,0.039,20.180,0.225,9.524,0.115,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
220,SG 09 A977 00,81046010,2023-07-25,2.052,1.989,1700.000,550.000,510.000,2300.000,5500.000,530.000,3.032,100.286,1.821,2.451,2.544,2.441,0.000,0.000,2.490,4.987,15.015,-14.960,9.748,-0.004,20.740,0.417,9.713,0.062,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
221,SG 09 A978 00,81046010,2023-07-25,2.000,2.013,1800.000,550.000,500.000,2300.000,5500.000,530.000,3.042,100.612,1.846,2.476,2.544,2.432,0.000,0.000,2.480,4.980,14.941,-14.850,9.422,0.056,20.025,0.564,9.366,0.150,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
222,SG 09 A979 00,81046010,2023-07-24,2.013,2.028,1300.000,550.000,500.000,2200.000,5000.000,530.000,3.043,99.718,1.826,2.432,2.544,2.417,0.000,0.000,2.485,5.005,14.978,-15.234,9.747,0.032,20.215,0.548,9.583,0.177,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
223,SG 09 A980 00,81046010,2023-07-25,2.012,2.018,1800.000,550.000,500.000,2200.000,5500.000,550.000,3.051,100.796,1.831,2.427,2.480,2.476,0.000,0.000,2.490,5.005,14.941,-14.758,3.790,-0.270,,,,,,±âº»¼º´É(°­Á¦¼¼Â÷),ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2307,167.0
224,SG 09 A981 00,81046010,2023-07-24,2.046,2.023,1800.000,550.000,510.000,2200.000,5500.000,540.000,3.051,100.779,1.802,2.354,2.529,2.432,0.000,0.000,2.485,5.017,14.978,-14.813,10.126,0.002,20.948,0.275,9.954,0.078,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
225,SG 09 A982 00,81046010,2023-07-25,2.133,2.009,1800.000,550.000,510.000,2300.000,5500.000,530.000,3.052,100.544,1.797,2.485,2.505,2.485,0.000,0.000,2.485,4.999,14.996,-14.886,3.657,0.007,,,,,,±âº»¼º´É(°­Á¦¼¼Â÷),ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2307,167.0
226,SG 09 A983 00,81046010,2023-07-24,2.071,2.010,1700.000,550.000,500.000,2200.000,5000.000,530.000,3.069,100.718,1.812,2.437,2.559,2.363,0.000,0.000,2.490,5.005,14.960,-14.777,9.997,0.049,20.844,0.562,9.820,0.138,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
227,SG 09 A984 00,81046010,2023-07-24,2.019,2.032,1700.000,550.000,500.000,2300.000,5500.000,540.000,3.049,100.682,1.836,2.417,2.559,2.412,0.000,0.024,2.485,5.005,14.941,-14.850,9.622,0.026,20.363,0.380,9.480,0.104,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
228,SG 09 A986 00,81046010,2023-07-25,2.032,2.010,1800.000,550.000,530.000,2300.000,5500.000,550.000,3.032,100.980,1.812,2.021,2.510,2.417,0.000,0.000,2.485,4.987,14.996,-14.740,9.563,0.037,20.380,0.783,9.574,0.142,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2307,167.0
229,SG 08 A759 00,81046010,2023.9.6,2.000 ,2.036 ,1900.000 ,580.000 ,510.000 ,2400.000 ,5500.000 ,540.000 ,3.062 ,100.589 ,1.787 ,2.456 ,2.544 ,2.417 ,0.000 ,0.000 ,2.485 ,4.993 ,14.960 ,-14.868 ,9.949 ,0.082 ,-2.358 ,0.257 ,-9.845 ,-0.788 ,21.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ºÒÇÕ°Ý,0811,2309,178.0
230,SG 08 A775 00,81046010,2023.9.5,2.246 ,2.018 ,1900.000 ,560.000 ,540.000 ,2400.000 ,5500.000 ,550.000 ,3.233,100.931 ,1.816 ,2.417 ,2.485 ,2.476 ,0.000 ,0.000 ,2.485 ,4.999 ,14.960 ,-14.758 ,9.673 ,-0.004 ,20.693 ,0.330 ,9.707 ,0.110 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ÇÕ°Ý,0811,2309,178.0
231,SG 09 A930 00,81046010,2023.9.6,2.045 ,2.063 ,1800.000 ,560.000 ,530.000 ,2350.000 ,5500.000 ,545.000 ,3.751 ,97.871 ,1.846 ,2.334 ,2.549 ,2.397 ,0.000 ,0.000 ,2.485 ,4.993 ,14.960 ,-14.868 ,9.868 ,0.018 ,20.675 ,0.253 ,9.737 ,0.030 ,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2309,170.0
232,SG 09 A931 00,81046010,2023.8.30,2.000 ,2.026 ,1800.000 ,550.000 ,500.000 ,2400.000 ,6000.000 ,550.000 ,3.035 ,100.518 ,1.802 ,2.441 ,2.520 ,2.476 ,0.000 ,0.000 ,2.485 ,4.987 ,14.960 ,-14.832 ,9.928 ,0.032 ,-3.504 ,0.268 ,9.650 ,0.110 ,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2308,169.0
